Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,_1stFlrSF,_2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,_3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceLog,GrLivAreaLog,Hood,ExteriorQual,KitchQual,BasemtQual,GarageFin,FenceQ,PoolQ,GarageC,GarageQ,FireplaceQ,HmFunctional,HeatingQ,BsmtFinType1q,BsmtFinType2q,BsmtExposur,BsmtCondQ,ExterCondQ,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,GarageArea,GarageCars,GarageYrBlt,MasVnrArea,TotalBsmtSF,LotFrontage
681,120,RL,8012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,BLQ,BLQ,GasA,TA,Y,SBrkr,923,0,0,923,2,0,2,1,TA,5,Typ,1,TA,Attchd,RFn,TA,TA,Y,80,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,143000,11.870599909,6.8276292345,3,3,3,5,3,1,1,4,4,4,8,3,5,5,2,4,4,543,119,0,0,261,264,1,1980,0,923,50
682,50,RH,4500,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,848,672,0,1520,1,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,56,0,0,0,NA,NA,NA,0,7,2009,WD,Abnorml,159434,11.979385322,7.3264656138,2,3,3,4,2,1,1,4,4,1,8,5,4,2,2,4,4,182,0,0,0,611,281,1,1968,0,793,55
683,120,RL,2887,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1291,0,0,1291,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,Unf,TA,TA,Y,307,0,0,0,0,0,NA,NA,NA,0,11,2008,WD,Normal,173000,12.061046873,7.1631723908,3,3,4,5,2,1,1,4,4,5,8,5,7,2,3,4,4,1003,0,1,0,288,431,2,1996,0,1291,54
684,20,RL,11248,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1668,0,0,1668,2,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,TA,TA,Y,257,45,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,285000,12.560244459,7.4193805829,3,4,4,5,4,1,1,4,4,4,8,5,7,2,4,4,4,1059,0,1,0,567,702,3,2002,215,1626,90
685,60,RL,16770,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,1195,644,0,1839,2,1,4,1,TA,7,Typ,0,NA,Attchd,Fin,TA,TA,Y,0,81,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,221000,12.30591798,7.5169772246,4,4,3,5,4,1,1,4,4,1,8,4,2,2,2,4,4,0,0,0,0,1195,486,2,1998,30,1195,58
686,160,RL,5062,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,CBlock,Gd,TA,Mn,GLQ,LwQ,GasA,Gd,Y,SBrkr,1190,900,0,2090,2,0,3,1,Gd,6,Min1,1,TA,Attchd,Fin,TA,TA,Y,219,0,0,0,0,0,NA,NA,NA,0,9,2007,WD,Normal,207500,12.242886619,7.644919345,4,4,4,5,4,1,1,4,4,4,7,4,7,3,3,4,4,828,182,1,0,180,577,2,1984,0,1190,71
687,60,FV,10207,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,874,887,0,1761,3,0,3,1,Gd,7,Typ,0,NA,Attchd,Fin,TA,TA,Y,144,105,0,0,0,0,NA,NA,NA,0,8,2007,New,Partial,227875,12.336552512,7.4736371085,3,4,4,5,4,1,1,4,4,1,8,5,2,2,2,4,4,0,0,0,0,874,578,2,2007,0,874,84
688,160,FV,5105,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,551,551,0,1102,2,1,2,1,Gd,4,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,60,0,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,148800,11.910358401,7.0048819897,3,4,4,5,2,1,1,4,4,1,8,5,7,2,2,4,4,239,0,0,0,312,480,2,2004,0,551,71
689,20,RL,8089,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1419,0,0,1419,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,RFn,TA,TA,Y,140,0,0,0,0,0,NA,NA,NA,0,10,2007,New,Partial,392000,12.879017119,7.2577076772,4,4,4,5,3,1,1,4,4,5,8,5,7,2,4,4,4,945,0,1,0,474,567,2,2007,0,1419,60
690,120,RL,7577,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,1362,0,0,1362,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,TA,TA,Y,192,28,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,194700,12.179215191,7.2167094867,4,4,4,5,3,1,1,4,4,5,8,5,6,2,4,4,4,20,0,0,0,1342,460,2,2005,256,1362,61
691,120,RM,4426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,1,Gd,3,Typ,1,TA,Attchd,RFn,TA,TA,Y,149,0,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,141000,11.856515169,6.7428806358,3,4,4,5,3,1,1,4,4,4,8,5,7,2,5,4,4,697,0,1,0,151,420,2,2004,147,848,67
692,60,RL,21535,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,2444,1872,0,4316,3,1,4,1,Ex,10,Typ,2,Ex,Attchd,Fin,TA,TA,Y,382,50,0,0,0,0,NA,NA,NA,0,1,2007,WD,Normal,755000,13.534473028,8.3700843264,4,5,5,6,4,1,1,4,4,6,8,5,7,2,5,4,4,1455,0,0,1,989,832,3,1994,1170,2444,104
693,60,RL,26178,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1238,1281,0,2519,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,RFn,TA,TA,Y,320,27,0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,335000,12.721885811,7.8316172764,3,4,4,5,3,1,1,4,4,5,8,5,7,2,5,4,4,965,0,1,0,245,628,2,1989,293,1210,42
694,30,RL,5400,Pave,NA,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1073,0,0,1073,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,112,0,0,0,NA,NA,NA,0,12,2006,WD,Abnorml,108480,11.594321103,6.9782137426,2,3,3,4,2,1,1,4,4,1,8,5,2,2,2,4,4,0,0,0,0,1073,326,1,1968,0,1073,60
695,50,RM,6120,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,0,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1067,472,0,1539,1,1,3,1,TA,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,112,0,0,0,0,0,NA,MnPrv,NA,0,4,2009,WD,Normal,141500,11.860054996,7.3388881338,2,3,3,4,2,4,1,4,4,1,8,3,2,2,2,4,0,0,0,0,0,927,576,2,1995,0,927,51
696,20,RL,13811,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,Gd,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,1137,0,0,1137,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Unf,TA,TA,Y,125,0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,176000,12.078239274,7.0361484938,3,3,4,5,2,1,1,4,4,4,8,4,7,3,2,5,4,980,40,1,0,92,551,2,1987,72,1112,54
697,30,RM,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,616,0,0,616,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,129,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,89000,11.396391649,6.4232469635,2,3,3,4,2,1,1,4,4,1,8,4,3,2,2,4,4,616,0,0,0,0,205,1,1921,0,616,50
698,20,RL,6420,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Ex,Gd,Mn,LwQ,ALQ,GasA,Fa,Y,FuseA,1148,0,0,1148,1,0,2,1,TA,6,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,9,2006,WD,Normal,123500,11.723996435,7.0457765769,2,3,3,6,2,1,1,4,4,1,8,0,3,6,3,5,4,210,551,0,1,219,308,1,1952,0,980,57
699,20,RL,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,GLQ,BLQ,GasA,Ex,Y,SBrkr,894,0,0,894,1,0,3,1,TA,5,Typ,1,Gd,Detchd,Unf,TA,TA,Y,416,144,0,0,0,0,NA,MnPrv,NA,0,4,2010,WD,Normal,138500,11.838625605,6.7957057752,2,3,3,4,2,4,1,4,4,5,8,5,7,5,2,4,5,553,117,1,0,224,336,1,1973,0,894,65
700,120,FV,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1391,0,0,1391,2,0,2,1,Gd,5,Typ,0,NA,Attchd,RFn,TA,TA,Y,156,158,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,196000,12.185869938,7.2377781919,3,4,4,5,3,1,1,4,4,1,8,5,7,2,3,4,4,16,0,0,0,1375,530,2,2004,0,1391,59
701,20,RL,14331,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1800,0,0,1800,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,TA,TA,Y,270,78,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,312500,12.652359748,7.4955419439,3,4,4,6,4,1,1,4,4,5,8,5,7,2,5,4,4,1274,0,1,0,526,765,3,2002,630,1800,85
702,20,RL,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1164,0,0,1164,1,1,3,1,TA,6,Typ,0,NA,Attchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,COD,Normal,140000,11.849397702,7.0596176283,3,3,3,4,2,1,1,4,4,1,8,3,2,2,2,4,4,0,0,0,0,1164,528,2,1969,168,1164,80
703,60,RL,12438,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,1264,1312,0,2576,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,TA,TA,Y,324,100,0,0,0,0,NA,NA,NA,0,7,2006,New,Partial,361919,12.799175709,7.8539930872,4,5,5,6,4,1,1,4,4,5,8,5,2,2,2,5,4,0,0,0,0,1234,666,3,2006,466,1234,82
704,190,RM,7630,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,1032,780,0,1812,2,0,4,2,Gd,8,Typ,1,Po,Detchd,Unf,TA,TA,N,344,0,40,0,0,0,NA,MnPrv,NA,0,5,2010,WD,Normal,140000,11.849397702,7.5021864866,2,3,4,5,2,4,1,4,4,2,8,4,2,2,2,4,5,0,0,0,0,360,672,2,1999,0,360,76
705,20,RL,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1484,0,0,1484,2,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,TA,TA,Y,0,35,0,144,0,0,NA,NA,NA,0,5,2010,WD,Normal,213000,12.269047445,7.3024964237,3,4,4,5,3,1,1,4,4,1,8,5,7,2,4,4,4,712,0,1,0,761,606,2,2004,109,1473,70
706,190,RM,5600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,Fa,0,Slab,NA,NA,NA,NA,NA,GasA,Fa,N,SBrkr,372,720,0,1092,2,0,3,2,Fa,7,Mod,0,NA,NA,NA,NA,NA,N,0,0,0,0,0,0,NA,NA,Othr,3500,7,2010,WD,Normal,55000,10.915088464,6.9957661563,1,0,0,1,1,1,1,1,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,1930,0,0,70
707,20,RL,115149,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1824,0,0,1824,2,0,2,1,Gd,5,Typ,2,TA,Attchd,Unf,TA,TA,Y,380,48,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,302000,12.618182296,7.5087871706,3,3,4,5,2,1,1,4,4,4,8,3,7,2,5,4,4,1219,0,1,0,424,739,2,1971,351,1643,339
708,120,RL,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1324,0,0,1324,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,TA,TA,Y,192,38,0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,254000,12.445089546,7.1884127365,4,4,4,5,4,1,1,4,4,5,8,5,7,2,2,4,4,863,0,1,0,461,550,2,2006,176,1324,48
709,60,RL,9018,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,728,728,0,1456,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,TA,TA,Y,100,24,0,0,0,0,NA,NA,NA,0,7,2007,New,Partial,179540,12.098153303,7.2834482288,3,4,4,5,4,1,1,4,4,5,8,5,2,2,4,4,4,0,0,0,0,728,400,2,2007,0,728,65
710,20,RL,7162,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,904,0,0,904,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,12,2008,WD,Abnorml,109900,11.60732614,6.8068293604,2,3,3,4,2,4,1,4,4,1,8,3,2,2,2,4,4,0,0,0,0,876,408,1,1966,41,876,85
711,30,RL,4130,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,729,0,0,729,1,0,2,1,TA,5,Maj2,0,NA,NA,NA,NA,NA,N,0,0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,52000,10.858998998,6.591673732,2,4,3,4,1,1,1,1,1,1,3,4,2,2,2,4,4,0,0,0,0,270,0,0,1935,0,270,56
712,50,C (all),8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Stone,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,859,319,0,1178,1,0,2,1,TA,7,Typ,0,NA,Detchd,RFn,TA,TA,N,68,0,98,0,0,0,NA,NA,NA,0,1,2010,WD,Abnorml,102776,11.540307142,7.0715733642,1,3,3,4,3,1,1,4,4,1,8,4,2,2,3,4,4,0,0,0,0,859,384,1,1964,0,859,66
713,120,RL,4671,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,1228,0,0,1228,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,TA,TA,Y,168,120,0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,189000,12.149502294,7.1131421087,4,4,4,5,4,1,1,4,4,5,8,4,7,2,3,4,4,767,0,1,0,461,472,2,1988,0,1228,40
714,190,RL,9873,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasW,TA,N,SBrkr,960,0,0,960,1,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,288,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,129000,11.767567683,6.8669332845,2,3,3,4,2,1,1,4,4,1,8,3,6,2,4,4,4,789,0,1,0,171,576,2,1970,160,960,60
715,60,RL,13517,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,Gd,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,725,754,0,1479,2,1,3,1,Gd,6,Typ,0,NA,Attchd,RFn,TA,TA,Y,0,44,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,130500,11.779128506,7.2991214627,2,4,4,4,3,1,1,4,4,1,8,5,7,2,2,4,4,533,0,0,0,192,475,2,1976,289,725,116
716,20,RL,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1350,0,0,1350,2,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,8,2009,WD,Normal,165000,12.013700753,7.2078598714,3,3,3,5,3,4,1,4,4,4,8,3,2,2,2,4,4,0,0,0,0,1064,478,2,1974,174,1064,78
717,70,RM,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1576,978,0,2554,1,1,3,1,TA,8,Typ,0,NA,Detchd,Unf,TA,TA,P,0,48,143,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,159500,11.979799201,7.8454160366,2,3,3,4,2,1,1,4,4,1,8,5,2,2,2,4,5,0,0,0,0,718,704,2,1996,0,718,60
718,20,RL,10000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,1178,0,0,1178,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,Unf,TA,TA,Y,224,0,0,0,0,0,NA,MnPrv,NA,0,11,2008,WD,Normal,157000,11.964001084,7.0715733642,3,3,4,5,2,4,1,4,4,0,8,4,5,2,2,4,4,1084,0,0,1,92,439,2,1973,0,1176,80
719,60,RL,10542,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1325,1093,0,2418,2,1,3,1,Gd,9,Typ,1,TA,Attchd,RFn,TA,TA,Y,250,154,216,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,341000,12.739637756,7.7906960312,4,4,4,5,3,1,1,4,4,4,8,5,7,2,5,4,4,1173,0,1,0,138,983,3,1993,651,1311,96
720,20,RL,9920,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,971,0,0,971,1,1,3,1,TA,5,Typ,1,Po,Attchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,128500,11.763684183,6.8783264683,3,3,3,5,2,1,1,4,4,2,8,3,6,2,5,4,4,523,0,0,0,448,300,1,1969,0,971,69
721,120,RL,6563,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1742,0,0,1742,2,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,TA,TA,Y,114,28,234,0,0,0,NA,NA,NA,0,12,2006,WD,Normal,275000,12.524526377,7.4627891574,4,4,4,5,3,1,1,4,4,4,8,3,7,2,5,4,4,1148,0,1,0,594,564,2,1985,0,1742,81
722,120,RM,4426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,1,Gd,3,Typ,0,NA,Attchd,RFn,TA,TA,Y,160,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,143000,11.870599909,6.7428806358,3,4,4,5,3,1,1,4,4,1,8,5,7,2,4,4,4,662,0,1,0,186,420,2,2004,169,848,67
723,20,RL,8120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,124500,11.732060995,6.7615727688,2,3,3,4,2,1,1,4,4,1,8,5,6,2,2,4,5,191,0,0,0,673,463,2,1994,0,864,70
